filename,title,year,manufacturer,rpi2,rpi3,bios,notes
spnchout,Super Punch-Out!!,1984,Nintendo,untested,ok,,
spool3,Super Pool III ,1989,Data East Corporation,untested,ok,,
spool3i,Super Pool III ,1990,Data East Corporation,untested,ok,,
sprcros2,Super Cross 2 ,1986,GM Shoji,untested,ok,,
springer,Springer,1982,Orca,untested,ok,,
sprint1,Sprint 1,1978,Atari,untested,ok,,
sprint2,Sprint 2 ,1976,Atari,untested,ok,,
sprint2a,Sprint 2 ,1976,Atari,untested,ok,,
sprint4,Sprint 4 ,1977,Atari,untested,has issues,,no sound pi3
sprint4a,Sprint 4 ,1977,Atari,untested,has issues,,no sound pi3
sprint8,Sprint 8,1977,Atari,untested,has issues,,no sound pi3
sprint8a,Sprint 8 ,1977,Atari,untested,has issues,,no sound pi3
sprtmtch,Sports Match,1989,Dynax,untested,untested,,
sptrekct,Space Trek ,1980,Sega,untested,has issues,,no sound pi3
spy,S.P.Y. - Special Project Y ,1989,Konami,untested,ok,,
spyhnt2a,Spy Hunter 2 ,1987,Bally Midway,doesn't work,doesn't work,,
spyhunt,Spy Hunter,1983,Bally Midway,doesn't work,doesn't work,,Control problems. Requires special configuration. https://www.raspberrypi.org/forums/viewtopic.php?f=78&t=36067&start=300
spyhunt2,Spy Hunter 2 ,1987,Bally Midway,untested,doesn't work,,"Only loads initial config menu, game never loads"
spyu,S.P.Y. - Special Project Y ,1989,Konami,untested,untested,,
sqbert,"Faster, Harder, More Challenging Q*bert ",1983,Mylstar,untested,ok,,
sqixbl,Super Qix ,1987,bootleg,untested,ok,,
sranger,Super Ranger ,1988,SunA,doesn't work,untested,,game_not_working
srangerb,Super Ranger ,1988,bootleg,doesn't work,untested,,game_not_working
srangerw,Super Ranger ,1988,SunA,doesn't work,untested,,game_not_working
srdarwin,Super Real Darwin ,1987,Data East Corporation,untested,ok,,
srdarwnj,Super Real Darwin ,1987,Data East Corporation,untested,ok,,
srdmissn,S.R.D. Mission,1986,Taito Corporation,ok,ok,,
srmp2,Super Real Mahjong Part 2 ,1987,Seta,untested,ok,,
srmp3,Super Real Mahjong Part 3 ,1988,Seta,untested,ok,,
srmp4,Super Real Mahjong PIV ,1993,Seta,untested,ok,,
srmp4o,Super Real Mahjong PIV ,1993,Seta,untested,ok,,
srmp7,Super Real Mahjong P7 ,1997,Seta,untested,doesn't work,,
srumbler,The Speed Rumbler ,1986,Capcom,untested,ok,,
srumblr2,The Speed Rumbler ,1986,Capcom,untested,untested,,
ssanchan,Sanrin San Chan ,1984,Sega,untested,ok,,
sscandal,Seishun Scandal ,1985,Coreland,untested,ok,,
ssf2,Super Street Fighter 2: The New Challengers ,1993,Capcom,ok,ok,,
ssf2a,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,untested,,
ssf2ar1,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,untested,,
ssf2j,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,ok,,
ssf2jr1,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,ok,,
ssf2jr2,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,ok,,
ssf2t,Super Street Fighter 2 Turbo ,1994,Capcom,untested,ok,,
ssf2ta,Super Street Fighter 2 Turbo ,1994,Capcom,untested,,,
ssf2tb,Super Street Fighter 2: The Tournament Battle ,1993,Capcom,untested,doesn't work,,
ssf2tbj,Super Street Fighter 2: The Tournament Battle ,1993,Capcom,untested,doesn't work,,
ssf2tu,Super Street Fighter 2 Turbo ,1994,Capcom,untested,doesn't work,,
ssf2tur1,Super Street Fighter 2 Turbo ,1994,Capcom,untested,ok,,
ssf2u,Super Street Fighter 2: The New Challengers ,1993,Capcom,untested,doesn't work,,
ssf2xj,Super Street Fighter 2 X: Grand Master Challenge ,1994,Capcom,untested,ok,,
sshangha,Super Shanghai Dragon's Eye ,1992,Hot-B.,untested,has issues,,
sshanghb,Super Shanghai Dragon's Eye ,1992,bootleg,untested,ok,,
sshooter,Sharpshooter ,1998,P&P Marketing,untested,has issues,,
sshot137,Shuffleshot ,1997,Strata,untested,untested,,
ssi,Super Space Invaders '91 ,1990,Taito Corporation Japan,ok,has issues,,"saves don't work, some graphical glitches"
ssideki,Super Sidekicks ,1992,SNK,untested,ok,neogeo,
ssideki2,Super Sidekicks 2 - The World Championship ,1994,SNK,untested,ok,neogeo,
ssideki3,Super Sidekicks 3 - The Next Glory ,1995,SNK,ok,ok,neogeo,
ssideki4,Ultimate 11 - The SNK Football Championship ,1996,SNK,untested,ok,neogeo,
sslam,Super Slam,1993,Playmark,untested,ok,,
ssmissin,S.S. Mission,1992,Comad,untested,ok,,
ssoldier,Superior Soldiers ,1993,Irem America,untested,ok,,
ssozumo,Syusse Oozumou ,1984,Technos,untested,ok,,
sspacaho,Space Attack ,1979,Sega,untested,has issues,,no sound pi3
sspacat2,Space Attack ,1979,Sega,untested,has issues,,no sound pi3
sspacatc,Space Attack ,1979,Sega,untested,has issues,,no sound pi3
sspaceat,Space Attack ,1979,Sega,untested,has issues,,no sound pi3
sspeedr,Super Speed Race,1979,Midway,untested,has issues,,no sound pi3
sspirits,Scramble Spirits,,Sega,doesn't work,doesn't work,,game_not_working
sspring1,Super Sprint ,1986,Atari Games,untested,untested,,
ssprint,Super Sprint ,1986,Atari Games,untested,ok,,
ssprint1,Super Sprint ,1986,Atari Games,untested,untested,,
ssprint3,Super Sprint ,1986,Atari Games,untested,untested,,
ssprintf,Super Sprint ,1986,Atari Games,untested,untested,,
ssprintg,Super Sprint ,1986,Atari Games,untested,untested,,
ssprints,Super Sprint ,1986,Atari Games,untested,untested,,
ssrdrabd,Sunset Riders ,1991,Konami,untested,untested,,
ssrdrebc,Sunset Riders ,1991,Konami,untested,untested,,
ssrdrebd,Sunset Riders ,1991,Konami,untested,ok,,
ssrdrjbd,Sunset Riders ,1991,Konami,untested,ok,,
ssrdruac,Sunset Riders ,1991,Konami,untested,untested,,
ssrdrubc,Sunset Riders ,1991,Konami,has issues,untested,,RPi2: Seems good but has MAME warning that video emulation isn't 100%
ssrdruda,Sunset Riders ,1991,Konami,untested,untested,,
ssriders,Sunset Riders ,1991,Konami,ok,ok,,
ssrj,Super Speed Race Junior ,1985,Taito Corporation,,has issues,,
sss,Steep Slope Sliders,1998,Victor,doesn't work,ok,,game_not_working
sstingry,Super Stingray,1986,Alpha Denshi Co.,untested,has issues,,color issues
sstrangr,Space Stranger,1978,Yachiyo Electronics,untested,ok,,
sstrike,Super Strike Bowling,1990,Strata,doesn't work,doesn't work,,game_not_working
sstriker,Sorcer Striker ,1993,Raizing,untested,ok,,
sstrngr2,Space Stranger 2,1979,Yachiyo Electronics,untested,ok,,
stactics,Space Tactics,1981,Sega,untested,has issues,,no sound pi3
stadhero,Stadium Hero ,1988,Data East Corporation,untested,ok,,
stagger1,Stagger I ,1998,Afega,doesn't work,ok,,game_not_working pi2
stakwin,Stakes Winner ,1995,Saurus,untested,ok,neogeo,
stakwin2,Stakes Winner 2,1996,Saurus,untested,ok,neogeo,
starblad,Starblade,1991,Namco,untested,has issues,,"No larger objects visible, only ships etc, playable"
starcas,Star Castle ,1980,Cinematronics,has issues,doesn't work,,"No sound, Plays fine"
starcas1,Star Castle ,1980,Cinematronics,has issues,doesn't work,,no sound; can't play game pi3
starcase,Star Castle ,1980,Cinematronics,has issues,doesn't work,,no sound; can't play game pi3
starcasp,Star Castle ,1980,Cinematronics,has issues,doesn't work,,no sound; can't play game pi3
starcrus,Star Cruiser,1977,RamTek,untested,ok,,
starfigh,Star Fighter ,1990,SunA,doesn't work,doesn't work,,game_not_working
starfira,Star Fire ,1979,Exidy,untested,has issues,,no sound pi3
starfire,Star Fire ,1979,Exidy,untested,has issues,,no sound pi3
starforc,Star Force,1984,Tehkan,untested,ok,,
starfore,Star Force ,1984,Tehkan,untested,ok,,
stargate,Stargate,1981,Williams,untested,ok,,
starglad,Star Gladiator ,1996,Capcom,doesn't work,doesn't work,,game_not_working
stargrds,Star Guards,1987,Bally Midway,untested,ok,,
starhawk,Star Hawk,1981,Cinematronics,untested,has issues,,no sound pi3
starjack,Star Jacker ,1983,Sega,untested,ok,,
starjacs,Star Jacker ,1983,Stern,untested,untested,,
starlstr,Vs. Star Luster,1985,Namco,untested,untested,,
starshp1,Starship 1,1977,Atari,untested,has issues,,no sound and screen reversed pi3
starshpp,Starship 1 ,1977,Atari,untested,has issues,,no sound and screen reversed pi3
starswep,Star Sweep ,1997,Axela,untested,has issues,,no sound
startrek,Star Trek,1982,Sega,doesn't work,doesn't work,,once games starts goes to lr-mame2003 volume menu
starw,Star Wars,1979,bootleg,untested,ok,,probably not the Star Wars you were thinking of
starwar1,Star Wars ,1983,Atari,has issues,has issues,,Run in mame4all - use keyboard 5/6/7 keys to add coins as usual
starwars,Star Wars ,1983,Atari,doesn't work,has issues,,"It loads fine, but makes keyboard and gamepad unresponsive."
statriv2,statriv2,1984,Status Games,untested,ok,,
stdragon,Saint Dragon,1989,Jaleco,ok,ok,,
steelta1,Steel Talons ,1991,Atari Games,untested,untested,,
steeltag,Steel Talons ,1991,Atari Games,untested,untested,,
steeltal,Steel Talons ,1991,Atari Games,untested,doesn't work,,
steeltap,Steel Talons ,1991,Atari Games,doesn't work,untested,,game_not_working
stellcas,Stellar Castle ,1980,bootleg,untested,doesn't work,,can't play game pi3
stfight,Street Fight ,1986,Seibu Kaihatsu,untested,untested,,
stg,Strike Gunner S.T.G,1991,Athena,untested,untested,,
stinger,Stinger,1983,Seibu Denshi,untested,ok,,
stinger2,Stinger ,1983,Seibu Denshi,untested,untested,,
stkclmns,Stack Columns ,1994,Sega,untested,ok,,
stlforce,Steel Force,1994,Electronic Devices Italy,untested,ok,,
stmblade,Storm Blade ,1996,Visco,untested,has issues,,sound issues
stocker,Stocker,1984,Bally,untested,ok,,
stoffy,Super Toffy,1994,Midas,untested,ok,,
stompin,Stompin',1986,Bally,untested,ok,,
stoneage,Stoneage,1991,bootleg,untested,untested,,
stoneba2,Stone Ball ,1994,Art & Magic,untested,untested,,
stonebal,Stone Ball ,1994,Art & Magic,untested,ok,,
storming,Storming Party ,1986,Taito,untested,ok,,
strahl,Koutetsu Yousai Strahl ,1992,UPL,untested,has issues,,no sound
strahla,Koutetsu Yousai Strahl ,1992,UPL,untested,has issues,,no sound
stratab,Strata Bowling ,1990,Strata,untested,ok,,
stratab1,Strata Bowling ,1990,Strata,untested,untested,,
stratgys,Strategy X ,1981,Konami,untested,untested,,
stratgyx,Strategy X,1981,Konami,untested,ok,,
stratof,Raiga - Strato Fighter ,1991,Tecmo,untested,ok,,
stratvox,Stratovox,1980,Sun Electronics,untested,ok,,
streakng,Streaking,1981,Shoei,untested,has issues,,inaccurate colours pi3
streets1,Street Smart ,1989,SNK,untested,untested,,
streetsj,Street Smart ,1989,SNK,untested,ok,,
streetsm,Street Smart ,1989,SNK,untested,ok,,
streetsw,Street Smart ,1989,SNK,untested,untested,,
strhoop,Street Hoop ,1994,Data East Corporation,ok,ok,neogeo,"music lags bad, didn't test gameplay. someone says it works in mame2010 but didn't for me (possibly because i have diff neogeo bios)"
strider,Strider ,1989,Capcom,ok,ok,,
strider2,Strider 2 ,1999,Capcom,doesn't work,doesn't work,,game_not_working
striderj,Strider Hiryu ,1989,Capcom,untested,ok,,
stridr2a,Strider 2 ,1999,Capcom,doesn't work,untested,,game_not_working
stridrja,Strider Hiryu ,1989,Capcom,untested,ok,,
stridrua,Strider ,1989,Capcom,untested,untested,,
strkforc,Strike Force ,1991,Midway,untested,ok,,"seems to work ok, not tested extensively"
strkzone,Strike Zone Baseball,1988,Leland Corp.,untested,ok,,
strnskil,Strength & Skill,1984,Sun Electronics,untested,ok,,
strtheat,Street Heat - Cardinal Amusements,1985,Epos Corporation,untested,has issues,,no sound pi3
strvmstr,Super Trivia Master,1986,Enerdyne Technologies Inc.,untested,ok,,
stunrn2e,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrn3e,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrun,S.T.U.N. Runner ,1989,Atari Games,untested,has issues,,Too slow to be playable
stunrun0,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrun2,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrun3,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrun4,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrun5,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrune,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrunj,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stunrunp,S.T.U.N. Runner ,1989,Atari Games,untested,untested,,
stvbios,ST-V Bios,1996,Sega,untested,ok,,
subhunt,Sub Hunter,1977,Taito,untested,ok,,
subroc3d,Subroc-3D,1982,Sega,untested,has issues,,
subs,Subs,1977,Atari,untested,doesn't work,,inaccurate sound emulation and can't play game pi3
sucasino,Super Casino,1984,Data Amusement,untested,ok,,
suikoenb,Suikoenbu,1995,Data East,doesn't work,doesn't work,,game_not_working
sundance,Sundance,1979,Cinematronics,untested,doesn't work,,can't play game pi3
sunsetbl,Sunset Riders ,1991,Konami,doesn't work,untested,,game_not_working
supbtime,Super Burger Time ,1990,Data East Corporation,untested,ok,,
supbtimj,Super Burger Time ,1990,Data East Corporation,untested,ok,,
supdrapo,Super Draw Poker,1983,Stern,doesn't work,doesn't work,,game_not_working
superbik,Superbike,1983,Century Electronics,untested,has issues,,inaccurate sound emulation pi3
superbon,Super Bond,,bootleg,untested,has issues,,colours badly wrong pi3
superbug,Super Bug,1977,Atari,untested,ok,,
superchs,Super Chase - Criminal Termination ,1992,Taito America Corporation,untested,has issues,,
superg,Super Galaxians,1979,hack,untested,ok,,
superinv,Super Invaders,,bootleg,untested,ok,,
superman,Superman,1988,Taito Corporation,ok,ok,,
superpac,Super Pac-Man,1982,Namco,ok,ok,,
superpcm,Super Pac-Man ,1982,Namco,untested,ok,,
superqix,Super Qix,1987,Taito,doesn't work,doesn't work,,game_not_working (working clone sqixbl)
superspy,The Super Spy,1990,SNK,untested,ok,neogeo,
supertnk,Super Tank,1981,Video Games GmbH,untested,untested,,
supertr2,Super Triv II,1986,Status Games,untested,untested,,
superx,Super-X ,1994,NTC,untested,ok,,
superxm,Super-X ,1994,Mitchell,untested,untested,,
suprglob,Super Glob,1983,Epos Corporation,untested,ok,,
suprleag,Super League,,Sega,doesn't work,doesn't work,,game_not_working
suprloco,Super Locomotive,1982,Sega,untested,ok,,
suprmatk,Super Missile Attack,1981,Atari + Gencomp,untested,ok,,
suprmous,Super Mouse,1982,Taito Corporation,untested,ok,,
suprmrio,Vs. Super Mario Bros.,1986,Nintendo,ok,ok,,
suprslam,Super Slams,1995,Banpresto,untested,untested,,
supxevs,Vs. Super Xevious,1986,Namco,untested,untested,,
surpratk,Surprise Attack ,1990,Konami,untested,ok,,
survarts,Survival Arts ,1993,American Sammy,untested,ok,,
survival,Survival,1982,Rock-ola,doesn't work,doesn't work,,game_not_working
sutapper,Tapper ,1983,Bally Midway,doesn't work,doesn't work,,"Can't insert coin, input not working. Works with lr-mame2010. See bug - https://github.com/libretro/mame2003-libretro/issues/55"
suzuk8h2,Suzuka 8 Hours 2 ,1993,Namco,untested,has issues,,
suzuk8hj,Suzuka 8 Hours ,1992,Namco,untested,has issues,,
suzuka8h,Suzuka 8 Hours ,1992,Namco,untested,has issues,,
suzume,Watashiha Suzumechan ,1986,Dyna Electronics,doesn't work,doesn't work,,game_not_working
svf,Super Visual Football: European Sega Cup,1994,Sega,untested,ok,,
svolley,Super Volleyball ,1989,V-System Co.,untested,ok,,
svolleyk,Super Volleyball ,1989,V-System Co.,ok,untested,,
svolleyu,Super Volleyball ,1989,V-System Co.,untested,ok,,
svolly91,Super Volley '91 ,1991,Video System Co.,untested,ok,,
svs,Super Visual Soccer: Sega Cup ,1994,Sega,untested,ok,,
swarm,Swarm,1979,hack,untested,ok,,
swat,SWAT,1984,Coreland,untested,ok,,
swcourt,Super World Court ,1992,Namco,untested,ok,,
swimmer,Swimmer ,1982,Tehkan,untested,ok,,
swimmera,Swimmer ,1982,Tehkan,untested,ok,,
swimmerb,Swimmer ,1982,Tehkan,untested,ok,,
sws92,Super World Stadium '92 ,1992,Namco,untested,untested,,
sws92g,Super World Stadium '92 Gekitouban ,1992,Namco,untested,ok,,
sws93,Super World Stadium '93 ,1993,Namco,untested,ok,,
sws95,Super World Stadium '95 ,1995,Namco,untested,has issues,,no sound
sws96,Super World Stadium '96 ,1996,Namco,untested,has issues,,no sound
sws97,Super World Stadium '97 ,1997,Namco,untested,has issues,,no sound
sws99,Super World Stadium '99 ,1999,Namco,doesn't work,doesn't work,,game_not_working
sxevious,Super Xevious,1984,Namco,untested,ok,,
sxyreact,Pachinko Sexy Reaction ,1998,Sammy,doesn't work,ok,,game_not_working
syvalion,Syvalion ,1988,Taito Corporation,untested,ok,,
szaxxon,Super Zaxxon,1982,Sega,untested,untested,,
tacscan,Tac,1982,Sega,untested,has issues,,no audio. work in mame2010 but you'll have to use mame options (tab) to rotate the screen
tactcan2,Tactician ,1981,Konami,untested,untested,,
tactcian,Tactician ,1982,Konami,untested,ok,,
tagteam,Tag Team Wrestling,1983,Technos,untested,ok,,
tail2nos,Tail to Nose - Great Championship,1989,V-System Co.,untested,untested,,
tailg,Tailgunner,1979,Cinematronics,untested,has issues,,no sound
taitofx1,Taito FX1,1995,Sony,untested,ok,,
tankbatt,Tank Battalion,1980,Namco,untested,ok,,
tankbust,Tank Busters,1985,Valadon Automation,untested,ok,,
tankfrce,Tank Force ,1991,Namco,ok,ok,,
tankfrcj,Tank Force ,1991,Namco,untested,ok,,
tantr,Tant-R ,1992,Sega,untested,ok,,
tantrbl,Tant-R ,1992,bootleg,untested,untested,,
tantrbl2,Tant-R ,1994,bootleg,untested,untested,,
taotaida,Tao Taido ,1993,Video System Co.,untested,untested,,
taotaido,Tao Taido ,1993,Video System Co.,untested,ok,,
tapper,Tapper ,1983,Bally Midway,has issues,ok,,"Can't insert coin, input not working. Works with lr-mame2010. See bug - https://github.com/libretro/mame2003-libretro/issues/55. Can also use MAME2003 plus."
tappera,Tapper ,1983,Bally Midway,doesn't work,doesn't work,,"Can't insert coin, input not working. Works with lr-mame2010. See bug - https://github.com/libretro/mame2003-libretro/issues/55"
targ,Targ,1980,Exidy,untested,ok,,
targc,Targ ,1980,Exidy,untested,ok,,
targeth,Target Hits,1994,Gaelco,untested,has issues,,
tattass,Tattoo Assassins ,1994,Data East Pinball,untested,ok,,
tattassa,Tattoo Assassins ,1994,Data East Pinball,untested,ok,,
taxidrvr,Taxi Driver,1984,Graphic Techno,untested,ok,,
tazmani2,Tazz-Mania ,1982,Stern,untested,ok,,
tazmania,Tazz-Mania ,1982,Stern,untested,ok,,
tbowl,Tecmo Bowl ,1987,Tecmo,untested,has issues,,
tbowlj,Tecmo Bowl ,1987,Tecmo,untested,has issues,,
tbyahhoo,Twin Bee Yahhoo! ,1995,Konami,untested,ok,,needs konamigx bios
tceptor,Thunder Ceptor,1986,Namco,untested,ok,,
tceptor2,Thunder Ceptor II,1986,Namco,untested,ok,,
tdfever,TouchDown Fever,1987,SNK,ok,ok,,
tdfever2,TouchDown Fever 2,1988,SNK,untested,untested,,
tdfeverj,TouchDown Fever ,1987,SNK,untested,ok,,
tdragon,Thunder Dragon,1991,NMK,doesn't work,doesn't work,,game_not_working
tdragon2,Thunder Dragon 2,1993,NMK,ok,ok,,
tdragonb,Thunder Dragon ,1991,NMK,untested,ok,,
teamqb,John Elway's Team Quarterback,1988,Leland Corp.,untested,ok,,
teamqb2,John Elway's Team Quarterback ,1988,Leland Corp.,untested,untested,,
techromn,Tech Romancer ,1998,Capcom,doesn't work,doesn't work,,game_not_working
teddybb,TeddyBoy Blues ,1985,Sega,untested,ok,,
teddybbo,TeddyBoy Blues ,1985,Sega,untested,ok,,
teedoff,Tee'd Off ,1986,Tecmo,untested,has issues,,
tehkanwc,Tehkan World Cup,1985,Tehkan,ok,ok,,
tekipaki,Teki Paki,1991,Toaplan,untested,has issues,,no sound
tekken,Tekken ,1994,Namco,has issues,has issues,,"no sound, plays around half speed"
tekken2,Tekken 2 Ver.B ,1995,Namco,has issues,has issues,,No sound and constant slowdown
tekken2a,Tekken 2 Ver.B ,1995,Namco,untested,has issues,,
tekken2b,Tekken 2 ,1995,Namco,untested,has issues,,
tekken3,Tekken 3 ,1996,Namco,has issues,has issues,,No sound and constant slowdown
tekkena,Tekken ,1994,Namco,untested,has issues,,
tekkenb,Tekken ,1994,Namco,untested,has issues,,
tekkentt,Tekken Tag Tournament ,1999,Namco,doesn't work,doesn't work,,game_not_working
teljan,Tel Jan,1999,Electro Design,untested,ok,skns,
telmahjn,Telephone Mahjong ,1988,Nichibutsu,untested,ok,,
tempest,Tempest ,1980,Atari,ok,untested,, 
tempest1,Tempest ,1980,Atari,untested,ok,,
tempest2,Tempest ,1980,Atari,untested,ok,,
tempest3,Tempest ,1980,Atari,untested,ok,,
temptube,Tempest Tubes,1980,hack,untested,ok,,
tengai,Tengai ,1996,Psikyo,untested,ok,,
teplus2j,Tetris Plus 2 ,1997,Jaleco,ok,ok,,
term2,Terminator 2 - Judgment Day ,1991,Midway,has issues,ok,,use analog to pass gun calibration
term2la1,Terminator 2 - Judgment Day ,1991,Midway,untested,untested,,
term2la2,Terminator 2 - Judgment Day ,1991,Midway,untested,untested,,
terracra,Terra Cresta ,1985,Nichibutsu,untested,ok,,
terracrb,Terra Cresta ,1985,Nichibutsu,untested,ok,,
terracre,Terra Cresta ,1985,Nichibutsu,untested,ok,,
terraf,Terra Force,1987,Nichibutsu,untested,ok,,
terrafu,Terra Force ,1987,Nichibutsu USA,untested,has issues,,
tetris,Tetris ,1988,Sega,doesn't work,doesn't work,,"Issues warning, game doesn't work -- use these instead: tetrist, tetrisbl"
tetrisa,Tetris ,1988,Sega,doesn't work,doesn't work,,game_not_working
tetrisbl,Tetris ,1988,bootleg,untested,ok,,
tetrisp,Tetris Plus,1995,Jaleco,has issues,has issues,,glitched audio
tetrisp2,Tetris Plus 2 ,1997,Jaleco,untested,ok,,
tetrist,Tetris ,1989,Sega,untested,ok,,audio popping
tfrceac,ThunderForce AC,1990,Sega,untested,ok,,
tfrceacb,ThunderForce AC ,1990,bootleg,untested,untested,,
tfrceacj,ThunderForce AC ,1990,Sega,untested,ok,,
tgmj,Tetris The Grand Master ,1998,Capcom,doesn't work,doesn't work,,game_not_working
tgtball,Target Ball,,Yun Sung,doesn't work,doesn't work,,game_not_working
tharierj,Task Force Harrier ,1989,UPL,doesn't work,doesn't work,,game_not_working
tharrier,Task Force Harrier,1989,UPL,doesn't work,doesn't work,,game_not_working
thedeep,The Deep ,1987,Woodplace Inc.,untested,ok,,
theend,The End,1980,Konami,untested,ok,,
theends,The End ,1980,Konami,untested,ok,,
theglob,The Glob,1983,Epos Corporation,untested,ok,,
theglob2,The Glob ,1983,Epos Corporation,untested,ok,,
theglob3,The Glob ,1983,Epos Corporation,untested,ok,,
theglobp,The Glob ,1983,Epos Corporation,untested,ok,,
thehand,The Hand,1981,T.I.C.,untested,ok,,
thehustj,The Hustler ,1987,Konami,untested,untested,,
thehustl,The Hustler ,1987,Konami,untested,untested,,
themj,The Mah-jong ,1987,Visco,untested,untested,,
thepit,The Pit,1982,Centuri,untested,ok,,
thetogyu,The Togyu ,1984,Coreland,untested,ok,,
thief,Thief,1981,Pacific Novelty,untested,untested,,
thndblst,Thunder Blaster ,1991,Irem,untested,ok,,
thnderxj,Thunder Cross ,1988,Konami,untested,ok,,
thndfoxj,Thunder Fox ,1990,Taito Corporation,untested,ok,,
thndfoxu,Thunder Fox ,1990,Taito America Corporation,untested,untested,,
thndrbdj,Thunder Blade ,,Sega,doesn't work,untested,,game_not_working
thndrbld,Thunder Blade,,Sega,doesn't work,ok,,game_not_working
thndrx2,Thunder Cross II ,1991,Konami,untested,untested,,
thndrx2a,Thunder Cross II ,1991,Konami,untested,ok,,
thndzone,Thunder Zone ,1991,Data East Corporation,untested,ok,,
thoop2,TH Strikes Back,1994,Gaelco,untested,has issues,,
thunderj,ThunderJaws,1990,Atari Games,untested,ok,,
thunderl,Thunder & Lightning,1990,Seta,untested,ok,,
thunderx,Thunder Cross,1988,Konami,untested,untested,,
thundfox,Thunder Fox ,1990,Taito Corporation Japan,untested,ok,,
thunt,Treasure Hunt,1995,Sega,doesn't work,doesn't work,,game_not_working
tickee,Tickee Tickats,1994,Raster Elite,untested,untested,,
tigerh,Tiger Heli ,1985,Taito America Corp.,untested,ok,,
tigerh2,Tiger Heli ,1985,Taito Corp.,doesn't work,doesn't work,,game_not_working
tigerhb1,Tiger Heli ,1985,bootleg,untested,untested,,
tigerhb2,Tiger Heli ,1985,bootleg,untested,untested,,
tigerhj,Tiger Heli ,1985,Taito Corp.,untested,ok,,
tigeroad,Tiger Road ,1987,Capcom,untested,ok,,
timber,Timber,1984,Bally Midway,untested,doesn't work,,Loads but gets stuck on diagnostic screen
timecrsa,Time Crisis ,1995,Namco,doesn't work,doesn't work,,"game_not_working ""Initialize incompleted"" after loading"
timek131,Time Killers ,1992,Strata,untested,ok,,
timekill,Time Killers ,1992,Strata,ok,untested,,
timelimt,Time Limit,1983,Chuo Co. Ltd,untested,ok,,
timeplt,Time Pilot,1982,Konami,ok,ok,,
timepltc,Time Pilot ,1982,Konami,untested,untested,,
timesol1,Time Soldiers ,1987,Alpha Denshi Co.,ok,ok,,needs spinner controller/dual stick
timesold,Time Soldiers ,1987,Alpha Denshi Co.,untested,untested,,
timetunl,Time Tunnel,1982,Taito Corporation,untested,ok,,
timscanr,Time Scanner,1987,Sega,untested,ok,,
tinklpit,Tinkle Pit ,1993,Namco,untested,ok,,
tinstar,The Tin Star,1983,Taito Corporation,untested,ok,,
tinv2650,The Invaders,1978,Zaccaria,untested,has issues,,no sound pi3
tiptop,Tip Top,1983,Sega,untested,ok,,
titlef,Title Fight,,Sega,doesn't work,doesn't work,,game_not_working
tkdensho,Touki Denshou -Angel Eyes-,1996,Tecmo,doesn't work,doesn't work,,game_not_working
tkmmpzdm,Tokimeki Memorial Taisen Puzzle-dama ,1995,Konami,untested,ok,,needs konamigx bios
tknight,Tecmo Knight,1989,Tecmo,untested,ok,,
tkoboxng,Vs. TKO Boxing,1987,Namco LTD.,untested,has issues,,
tmek,T-MEK,1994,Atari Games,untested,has issues,,"Slow, poor sound"
tmekprot,T-MEK ,1994,Atari Games,untested,untested,,
tmht,Teenage Mutant Hero Turtles ,1989,Konami,doesn't work,ok,,
tmht2p,Teenage Mutant Hero Turtles ,1989,Konami,ok,ok,,
tmmjprd,Tokimeki Mahjong Paradise - Dear My Love,1997,Media,doesn't work,doesn't work,,game_not_working
tmnt,Teenage Mutant Ninja Turtles ,1989,Konami,ok,ok,,
tmnt2,Teenage Mutant Ninja Turtles - Turtles in Time ,1991,Konami,ok,ok,,
tmnt22p,Teenage Mutant Ninja Turtles - Turtles in Time ,1991,Konami,has issues,has issues,,"fails at ram rom test, screen upside down.
RPi2: Seems to play well but has MAME warning that game has protection that isn't fully emulated"
tmnt2a,Teenage Mutant Ninja Turtles - Turtles in Time ,1991,Konami,untested,ok,,
tmnt2pj,Teenage Mutant Ninja Turtles ,1990,Konami,ok,ok,,
tmnt2po,Teenage Mutant Ninja Turtles ,1989,Konami,ok,ok,,
tmntj,Teenage Mutant Ninja Turtles ,1990,Konami,untested,ok,,
tmntu,Teenage Mutant Ninja Turtles ,1989,Konami,ok,has issues,,saving a state then opening a new instance of the game and reloading state broke the game. Works great as long as you don't save state.
tndrcade,Thundercade ,1987,Seta,ok,ok,,
